Anchor,Positive,Negative
dataset\coco\coco\coco2017\train_spectrum\img055686.jpg,dataset\coco\coco\coco2017\train_spectrum\img125826.jpg,dataset\taming_transformer\tt-cc_spectrum\400\img016822.jpg
dataset\coco\coco\coco2017\train_spectrum\img058065.jpg,dataset\coco\coco\coco2017\train_spectrum\img054421.jpg,dataset\taming_transformer\tt-cc_spectrum\944\img046978.jpg
dataset\coco\coco\coco2017\train_spectrum\img146216.jpg,dataset\coco\coco\coco2017\train_spectrum\img116393.jpg,dataset\taming_transformer\tt-cc_spectrum\689\img032754.jpg
dataset\coco\coco\coco2017\train_spectrum\img123145.jpg,dataset\coco\coco\coco2017\train_spectrum\img078978.jpg,dataset\taming_transformer\tt-cc_spectrum\202\img005809.jpg
dataset\coco\coco\coco2017\train_spectrum\img088935.jpg,dataset\coco\coco\coco2017\train_spectrum\img116064.jpg,dataset\latent_diffusion\latentdiff_spectrum\139\img000458.jpg
dataset\coco\coco\coco2017\train_spectrum\img133143.jpg,dataset\coco\coco\coco2017\train_spectrum\img114661.jpg,dataset\latent_diffusion\latentdiff_spectrum\507\img004544.jpg
dataset\coco\coco\coco2017\train_spectrum\img099720.jpg,dataset\coco\coco\coco2017\train_spectrum\img129891.jpg,dataset\taming_transformer\tt-cc_spectrum\315\img012060.jpg
dataset\coco\coco\coco2017\train_spectrum\img144321.jpg,dataset\coco\coco\coco2017\train_spectrum\img109635.jpg,dataset\latent_diffusion\latentdiff_spectrum\112\img000161.jpg
dataset\coco\coco\coco2017\train_spectrum\img132899.jpg,dataset\coco\coco\coco2017\train_spectrum\img074926.jpg,dataset\latent_diffusion\latentdiff_spectrum\334\img002622.jpg
dataset\coco\coco\coco2017\train_spectrum\img148563.jpg,dataset\coco\coco\coco2017\train_spectrum\img134872.jpg,dataset\big_gan\big\biggan-spectrum\253\img001720.jpg
dataset\coco\coco\coco2017\train_spectrum\img148030.jpg,dataset\coco\coco\coco2017\train_spectrum\img056621.jpg,dataset\big_gan\big\biggan-spectrum\525\img004745.jpg
dataset\coco\coco\coco2017\train_spectrum\img156540.jpg,dataset\coco\coco\coco2017\train_spectrum\img079429.jpg,dataset\latent_diffusion\latentdiff_spectrum\622\img005823.jpg
dataset\coco\coco\coco2017\train_spectrum\img116667.jpg,dataset\coco\coco\coco2017\train_spectrum\img148193.jpg,dataset\taming_transformer\tt-cc_spectrum\720\img034576.jpg
dataset\coco\coco\coco2017\train_spectrum\img071987.jpg,dataset\coco\coco\coco2017\train_spectrum\img088617.jpg,dataset\big_gan\big\biggan-spectrum\855\img008403.jpg
dataset\coco\coco\coco2017\train_spectrum\img154173.jpg,dataset\coco\coco\coco2017\train_spectrum\img057567.jpg,dataset\latent_diffusion\latentdiff_spectrum\801\img007817.jpg
dataset\coco\coco\coco2017\train_spectrum\img145101.jpg,dataset\coco\coco\coco2017\train_spectrum\img148733.jpg,dataset\latent_diffusion\latentdiff_spectrum\318\img002449.jpg
dataset\coco\coco\coco2017\train_spectrum\img143574.jpg,dataset\coco\coco\coco2017\train_spectrum\img082947.jpg,dataset\big_gan\big\biggan-spectrum\789\img007662.jpg
dataset\coco\coco\coco2017\train_spectrum\img094370.jpg,dataset\coco\coco\coco2017\train_spectrum\img100837.jpg,dataset\latent_diffusion\latentdiff_spectrum\593\img005492.jpg
dataset\coco\coco\coco2017\train_spectrum\img126368.jpg,dataset\coco\coco\coco2017\train_spectrum\img119085.jpg,dataset\taming_transformer\tt-cc_spectrum\35\img013962.jpg
dataset\coco\coco\coco2017\train_spectrum\img127300.jpg,dataset\coco\coco\coco2017\train_spectrum\img146383.jpg,dataset\taming_transformer\tt-cc_spectrum\935\img046495.jpg
dataset\coco\coco\coco2017\train_spectrum\img149002.jpg,dataset\coco\coco\coco2017\train_spectrum\img051247.jpg,dataset\taming_transformer\tt-cc_spectrum\776\img037639.jpg
dataset\coco\coco\coco2017\train_spectrum\img132576.jpg,dataset\coco\coco\coco2017\train_spectrum\img129574.jpg,dataset\taming_transformer\tt-cc_spectrum\255\img008739.jpg
dataset\coco\coco\coco2017\train_spectrum\img042588.jpg,dataset\coco\coco\coco2017\train_spectrum\img054002.jpg,dataset\taming_transformer\tt-cc_spectrum\688\img032729.jpg
dataset\coco\coco\coco2017\train_spectrum\img087125.jpg,dataset\coco\coco\coco2017\train_spectrum\img086519.jpg,dataset\latent_diffusion\latentdiff_spectrum\243\img001611.jpg
dataset\coco\coco\coco2017\train_spectrum\img061810.jpg,dataset\coco\coco\coco2017\train_spectrum\img072149.jpg,dataset\big_gan\big\biggan-spectrum\23\img001462.jpg
dataset\coco\coco\coco2017\train_spectrum\img125432.jpg,dataset\coco\coco\coco2017\train_spectrum\img106998.jpg,dataset\taming_transformer\tt-cc_spectrum\601\img027954.jpg
dataset\coco\coco\coco2017\train_spectrum\img041023.jpg,dataset\coco\coco\coco2017\train_spectrum\img119585.jpg,dataset\big_gan\big\biggan-spectrum\82\img008010.jpg
dataset\coco\coco\coco2017\train_spectrum\img104896.jpg,dataset\coco\coco\coco2017\train_spectrum\img076809.jpg,dataset\big_gan\big\biggan-spectrum\242\img001607.jpg
dataset\coco\coco\coco2017\train_spectrum\img146631.jpg,dataset\coco\coco\coco2017\train_spectrum\img069476.jpg,dataset\taming_transformer\tt-cc_spectrum\473\img020807.jpg
dataset\coco\coco\coco2017\train_spectrum\img133108.jpg,dataset\coco\coco\coco2017\train_spectrum\img057112.jpg,dataset\latent_diffusion\latentdiff_spectrum\253\img001724.jpg
dataset\coco\coco\coco2017\train_spectrum\img137230.jpg,dataset\coco\coco\coco2017\train_spectrum\img135750.jpg,dataset\latent_diffusion\latentdiff_spectrum\15\img000576.jpg
dataset\coco\coco\coco2017\train_spectrum\img054142.jpg,dataset\coco\coco\coco2017\train_spectrum\img105862.jpg,dataset\big_gan\big\biggan-spectrum\465\img004070.jpg
dataset\coco\coco\coco2017\train_spectrum\img153370.jpg,dataset\coco\coco\coco2017\train_spectrum\img110704.jpg,dataset\taming_transformer\tt-cc_spectrum\501\img022422.jpg
dataset\coco\coco\coco2017\train_spectrum\img107904.jpg,dataset\coco\coco\coco2017\train_spectrum\img131398.jpg,dataset\latent_diffusion\latentdiff_spectrum\996\img009964.jpg
dataset\coco\coco\coco2017\train_spectrum\img062493.jpg,dataset\coco\coco\coco2017\train_spectrum\img132946.jpg,dataset\big_gan\big\biggan-spectrum\375\img003076.jpg
dataset\coco\coco\coco2017\train_spectrum\img093784.jpg,dataset\coco\coco\coco2017\train_spectrum\img153756.jpg,dataset\big_gan\big\biggan-spectrum\576\img005307.jpg
dataset\coco\coco\coco2017\train_spectrum\img136683.jpg,dataset\coco\coco\coco2017\train_spectrum\img093691.jpg,dataset\taming_transformer\tt-cc_spectrum\739\img035594.jpg
dataset\coco\coco\coco2017\train_spectrum\img141745.jpg,dataset\coco\coco\coco2017\train_spectrum\img103137.jpg,dataset\taming_transformer\tt-cc_spectrum\379\img015574.jpg
dataset\coco\coco\coco2017\train_spectrum\img047311.jpg,dataset\coco\coco\coco2017\train_spectrum\img098614.jpg,dataset\latent_diffusion\latentdiff_spectrum\192\img001046.jpg
dataset\coco\coco\coco2017\train_spectrum\img105877.jpg,dataset\coco\coco\coco2017\train_spectrum\img138916.jpg,dataset\big_gan\big\biggan-spectrum\105\img000086.jpg
dataset\coco\coco\coco2017\train_spectrum\img049589.jpg,dataset\coco\coco\coco2017\train_spectrum\img151743.jpg,dataset\big_gan\big\biggan-spectrum\522\img004711.jpg
dataset\coco\coco\coco2017\train_spectrum\img131562.jpg,dataset\coco\coco\coco2017\train_spectrum\img147153.jpg,dataset\taming_transformer\tt-cc_spectrum\319\img012275.jpg
dataset\coco\coco\coco2017\train_spectrum\img117735.jpg,dataset\coco\coco\coco2017\train_spectrum\img053332.jpg,dataset\taming_transformer\tt-cc_spectrum\403\img016969.jpg
dataset\coco\coco\coco2017\train_spectrum\img107957.jpg,dataset\coco\coco\coco2017\train_spectrum\img054917.jpg,dataset\taming_transformer\tt-cc_spectrum\699\img033301.jpg
dataset\coco\coco\coco2017\train_spectrum\img113376.jpg,dataset\coco\coco\coco2017\train_spectrum\img072594.jpg,dataset\taming_transformer\tt-cc_spectrum\308\img011668.jpg
dataset\coco\coco\coco2017\train_spectrum\img118825.jpg,dataset\coco\coco\coco2017\train_spectrum\img114902.jpg,dataset\latent_diffusion\latentdiff_spectrum\911\img009036.jpg
dataset\coco\coco\coco2017\train_spectrum\img071979.jpg,dataset\coco\coco\coco2017\train_spectrum\img094815.jpg,dataset\big_gan\big\biggan-spectrum\948\img009438.jpg
dataset\coco\coco\coco2017\train_spectrum\img057320.jpg,dataset\coco\coco\coco2017\train_spectrum\img103458.jpg,dataset\taming_transformer\tt-cc_spectrum\26\img008962.jpg
dataset\coco\coco\coco2017\train_spectrum\img051165.jpg,dataset\coco\coco\coco2017\train_spectrum\img054241.jpg,dataset\latent_diffusion\latentdiff_spectrum\109\img000123.jpg
dataset\coco\coco\coco2017\train_spectrum\img132167.jpg,dataset\coco\coco\coco2017\train_spectrum\img130124.jpg,dataset\latent_diffusion\latentdiff_spectrum\120\img000257.jpg
dataset\coco\coco\coco2017\train_spectrum\img114245.jpg,dataset\coco\coco\coco2017\train_spectrum\img105958.jpg,dataset\taming_transformer\tt-cc_spectrum\641\img030165.jpg
dataset\coco\coco\coco2017\train_spectrum\img064558.jpg,dataset\coco\coco\coco2017\train_spectrum\img111763.jpg,dataset\taming_transformer\tt-cc_spectrum\170\img004030.jpg
dataset\coco\coco\coco2017\train_spectrum\img136706.jpg,dataset\coco\coco\coco2017\train_spectrum\img140132.jpg,dataset\latent_diffusion\latentdiff_spectrum\355\img002859.jpg
dataset\coco\coco\coco2017\train_spectrum\img082322.jpg,dataset\coco\coco\coco2017\train_spectrum\img086936.jpg,dataset\taming_transformer\tt-cc_spectrum\811\img039606.jpg
dataset\coco\coco\coco2017\train_spectrum\img046957.jpg,dataset\coco\coco\coco2017\train_spectrum\img149934.jpg,dataset\big_gan\big\biggan-spectrum\93\img009230.jpg
dataset\coco\coco\coco2017\train_spectrum\img072454.jpg,dataset\coco\coco\coco2017\train_spectrum\img082364.jpg,dataset\latent_diffusion\latentdiff_spectrum\862\img008482.jpg
dataset\coco\coco\coco2017\train_spectrum\img139737.jpg,dataset\coco\coco\coco2017\train_spectrum\img107035.jpg,dataset\big_gan\big\biggan-spectrum\464\img004068.jpg
dataset\coco\coco\coco2017\train_spectrum\img054183.jpg,dataset\coco\coco\coco2017\train_spectrum\img083249.jpg,dataset\big_gan\big\biggan-spectrum\359\img002896.jpg
dataset\coco\coco\coco2017\train_spectrum\img090678.jpg,dataset\coco\coco\coco2017\train_spectrum\img056863.jpg,dataset\big_gan\big\biggan-spectrum\70\img006684.jpg
dataset\coco\coco\coco2017\train_spectrum\img148875.jpg,dataset\coco\coco\coco2017\train_spectrum\img095169.jpg,dataset\taming_transformer\tt-cc_spectrum\701\img033509.jpg
dataset\coco\coco\coco2017\train_spectrum\img090719.jpg,dataset\coco\coco\coco2017\train_spectrum\img111444.jpg,dataset\latent_diffusion\latentdiff_spectrum\322\img002490.jpg
dataset\coco\coco\coco2017\train_spectrum\img090279.jpg,dataset\coco\coco\coco2017\train_spectrum\img102598.jpg,dataset\latent_diffusion\latentdiff_spectrum\275\img001968.jpg
dataset\coco\coco\coco2017\train_spectrum\img061739.jpg,dataset\coco\coco\coco2017\train_spectrum\img077318.jpg,dataset\latent_diffusion\latentdiff_spectrum\636\img005976.jpg
dataset\coco\coco\coco2017\train_spectrum\img154110.jpg,dataset\coco\coco\coco2017\train_spectrum\img079861.jpg,dataset\taming_transformer\tt-cc_spectrum\287\img010463.jpg
dataset\coco\coco\coco2017\train_spectrum\img102090.jpg,dataset\coco\coco\coco2017\train_spectrum\img088928.jpg,dataset\latent_diffusion\latentdiff_spectrum\788\img007650.jpg
dataset\coco\coco\coco2017\train_spectrum\img156174.jpg,dataset\coco\coco\coco2017\train_spectrum\img104915.jpg,dataset\big_gan\big\biggan-spectrum\178\img000888.jpg
dataset\coco\coco\coco2017\train_spectrum\img145675.jpg,dataset\coco\coco\coco2017\train_spectrum\img091968.jpg,dataset\taming_transformer\tt-cc_spectrum\32\img012337.jpg
dataset\coco\coco\coco2017\train_spectrum\img154994.jpg,dataset\coco\coco\coco2017\train_spectrum\img089451.jpg,dataset\latent_diffusion\latentdiff_spectrum\439\img003787.jpg
dataset\coco\coco\coco2017\train_spectrum\img149078.jpg,dataset\coco\coco\coco2017\train_spectrum\img107454.jpg,dataset\taming_transformer\tt-cc_spectrum\565\img025930.jpg
dataset\coco\coco\coco2017\train_spectrum\img128156.jpg,dataset\coco\coco\coco2017\train_spectrum\img086436.jpg,dataset\latent_diffusion\latentdiff_spectrum\137\img000433.jpg
dataset\coco\coco\coco2017\train_spectrum\img045645.jpg,dataset\coco\coco\coco2017\train_spectrum\img156401.jpg,dataset\big_gan\big\biggan-spectrum\575\img005295.jpg
dataset\coco\coco\coco2017\train_spectrum\img119621.jpg,dataset\coco\coco\coco2017\train_spectrum\img074882.jpg,dataset\taming_transformer\tt-cc_spectrum\901\img044613.jpg
dataset\coco\coco\coco2017\train_spectrum\img047436.jpg,dataset\coco\coco\coco2017\train_spectrum\img110576.jpg,dataset\big_gan\big\biggan-spectrum\183\img000942.jpg
dataset\coco\coco\coco2017\train_spectrum\img053647.jpg,dataset\coco\coco\coco2017\train_spectrum\img142474.jpg,dataset\big_gan\big\biggan-spectrum\300\img002251.jpg
dataset\coco\coco\coco2017\train_spectrum\img140796.jpg,dataset\coco\coco\coco2017\train_spectrum\img113575.jpg,dataset\latent_diffusion\latentdiff_spectrum\87\img008560.jpg
dataset\coco\coco\coco2017\train_spectrum\img119468.jpg,dataset\coco\coco\coco2017\train_spectrum\img069960.jpg,dataset\latent_diffusion\latentdiff_spectrum\463\img004054.jpg
dataset\coco\coco\coco2017\train_spectrum\img115372.jpg,dataset\coco\coco\coco2017\train_spectrum\img088620.jpg,dataset\big_gan\big\biggan-spectrum\953\img009492.jpg
dataset\coco\coco\coco2017\train_spectrum\img047495.jpg,dataset\coco\coco\coco2017\train_spectrum\img114096.jpg,dataset\taming_transformer\tt-cc_spectrum\921\img045704.jpg
dataset\coco\coco\coco2017\train_spectrum\img146447.jpg,dataset\coco\coco\coco2017\train_spectrum\img057533.jpg,dataset\taming_transformer\tt-cc_spectrum\226\img007139.jpg
dataset\coco\coco\coco2017\train_spectrum\img043917.jpg,dataset\coco\coco\coco2017\train_spectrum\img145171.jpg,dataset\latent_diffusion\latentdiff_spectrum\745\img007181.jpg
dataset\coco\coco\coco2017\train_spectrum\img047081.jpg,dataset\coco\coco\coco2017\train_spectrum\img096489.jpg,dataset\big_gan\big\biggan-spectrum\988\img009878.jpg
dataset\coco\coco\coco2017\train_spectrum\img042956.jpg,dataset\coco\coco\coco2017\train_spectrum\img089346.jpg,dataset\taming_transformer\tt-cc_spectrum\884\img043625.jpg
dataset\coco\coco\coco2017\train_spectrum\img118823.jpg,dataset\coco\coco\coco2017\train_spectrum\img041641.jpg,dataset\latent_diffusion\latentdiff_spectrum\28\img002017.jpg
dataset\coco\coco\coco2017\train_spectrum\img063683.jpg,dataset\coco\coco\coco2017\train_spectrum\img086242.jpg,dataset\taming_transformer\tt-cc_spectrum\875\img043137.jpg
dataset\coco\coco\coco2017\train_spectrum\img062942.jpg,dataset\coco\coco\coco2017\train_spectrum\img105636.jpg,dataset\taming_transformer\tt-cc_spectrum\541\img024607.jpg
dataset\coco\coco\coco2017\train_spectrum\img060775.jpg,dataset\coco\coco\coco2017\train_spectrum\img067150.jpg,dataset\latent_diffusion\latentdiff_spectrum\258\img001776.jpg
dataset\coco\coco\coco2017\train_spectrum\img154238.jpg,dataset\coco\coco\coco2017\train_spectrum\img113321.jpg,dataset\big_gan\big\biggan-spectrum\278\img001999.jpg
dataset\coco\coco\coco2017\train_spectrum\img092682.jpg,dataset\coco\coco\coco2017\train_spectrum\img085202.jpg,dataset\taming_transformer\tt-cc_spectrum\371\img015171.jpg
dataset\coco\coco\coco2017\train_spectrum\img117566.jpg,dataset\coco\coco\coco2017\train_spectrum\img041251.jpg,dataset\taming_transformer\tt-cc_spectrum\700\img033461.jpg
dataset\coco\coco\coco2017\train_spectrum\img146092.jpg,dataset\coco\coco\coco2017\train_spectrum\img085582.jpg,dataset\taming_transformer\tt-cc_spectrum\575\img026484.jpg
dataset\coco\coco\coco2017\train_spectrum\img138279.jpg,dataset\coco\coco\coco2017\train_spectrum\img094421.jpg,dataset\latent_diffusion\latentdiff_spectrum\581\img005364.jpg
dataset\coco\coco\coco2017\train_spectrum\img058122.jpg,dataset\coco\coco\coco2017\train_spectrum\img091049.jpg,dataset\taming_transformer\tt-cc_spectrum\858\img042167.jpg
dataset\coco\coco\coco2017\train_spectrum\img051805.jpg,dataset\coco\coco\coco2017\train_spectrum\img117100.jpg,dataset\big_gan\big\biggan-spectrum\569\img005225.jpg
dataset\coco\coco\coco2017\train_spectrum\img125766.jpg,dataset\coco\coco\coco2017\train_spectrum\img042407.jpg,dataset\taming_transformer\tt-cc_spectrum\871\img042924.jpg
dataset\coco\coco\coco2017\train_spectrum\img065683.jpg,dataset\coco\coco\coco2017\train_spectrum\img048173.jpg,dataset\big_gan\big\biggan-spectrum\811\img007921.jpg
dataset\coco\coco\coco2017\train_spectrum\img122758.jpg,dataset\coco\coco\coco2017\train_spectrum\img097193.jpg,dataset\latent_diffusion\latentdiff_spectrum\546\img004974.jpg
dataset\coco\coco\coco2017\train_spectrum\img106796.jpg,dataset\coco\coco\coco2017\train_spectrum\img153561.jpg,dataset\taming_transformer\tt-cc_spectrum\379\img015574.jpg
dataset\coco\coco\coco2017\train_spectrum\img133750.jpg,dataset\coco\coco\coco2017\train_spectrum\img042383.jpg,dataset\taming_transformer\tt-cc_spectrum\637\img029917.jpg
dataset\coco\coco\coco2017\train_spectrum\img146805.jpg,dataset\coco\coco\coco2017\train_spectrum\img115332.jpg,dataset\big_gan\big\biggan-spectrum\46\img004013.jpg
dataset\coco\coco\coco2017\train_spectrum\img108177.jpg,dataset\coco\coco\coco2017\train_spectrum\img082687.jpg,dataset\latent_diffusion\latentdiff_spectrum\170\img000804.jpg
dataset\coco\coco\coco2017\train_spectrum\img078717.jpg,dataset\coco\coco\coco2017\train_spectrum\img078883.jpg,dataset\big_gan\big\biggan-spectrum\780\img007573.jpg
dataset\coco\coco\coco2017\train_spectrum\img092750.jpg,dataset\coco\coco\coco2017\train_spectrum\img111228.jpg,dataset\taming_transformer\tt-cc_spectrum\146\img002680.jpg
dataset\coco\coco\coco2017\train_spectrum\img139971.jpg,dataset\coco\coco\coco2017\train_spectrum\img110817.jpg,dataset\latent_diffusion\latentdiff_spectrum\120\img000252.jpg
dataset\coco\coco\coco2017\train_spectrum\img107086.jpg,dataset\coco\coco\coco2017\train_spectrum\img042781.jpg,dataset\taming_transformer\tt-cc_spectrum\779\img037767.jpg
dataset\coco\coco\coco2017\train_spectrum\img145950.jpg,dataset\coco\coco\coco2017\train_spectrum\img119406.jpg,dataset\big_gan\big\biggan-spectrum\498\img004434.jpg
dataset\coco\coco\coco2017\train_spectrum\img146057.jpg,dataset\coco\coco\coco2017\train_spectrum\img051904.jpg,dataset\big_gan\big\biggan-spectrum\529\img004788.jpg
dataset\coco\coco\coco2017\train_spectrum\img151330.jpg,dataset\coco\coco\coco2017\train_spectrum\img116325.jpg,dataset\latent_diffusion\latentdiff_spectrum\906\img008972.jpg
dataset\coco\coco\coco2017\train_spectrum\img090266.jpg,dataset\coco\coco\coco2017\train_spectrum\img115546.jpg,dataset\latent_diffusion\latentdiff_spectrum\554\img005061.jpg
dataset\coco\coco\coco2017\train_spectrum\img041615.jpg,dataset\coco\coco\coco2017\train_spectrum\img132447.jpg,dataset\latent_diffusion\latentdiff_spectrum\558\img005100.jpg
dataset\coco\coco\coco2017\train_spectrum\img147963.jpg,dataset\coco\coco\coco2017\train_spectrum\img082233.jpg,dataset\big_gan\big\biggan-spectrum\446\img003866.jpg
dataset\coco\coco\coco2017\train_spectrum\img071270.jpg,dataset\coco\coco\coco2017\train_spectrum\img106098.jpg,dataset\big_gan\big\biggan-spectrum\590\img005466.jpg
dataset\coco\coco\coco2017\train_spectrum\img155724.jpg,dataset\coco\coco\coco2017\train_spectrum\img061115.jpg,dataset\big_gan\big\biggan-spectrum\309\img002343.jpg
dataset\coco\coco\coco2017\train_spectrum\img117623.jpg,dataset\coco\coco\coco2017\train_spectrum\img066737.jpg,dataset\latent_diffusion\latentdiff_spectrum\280\img002023.jpg
dataset\coco\coco\coco2017\train_spectrum\img104054.jpg,dataset\coco\coco\coco2017\train_spectrum\img089016.jpg,dataset\latent_diffusion\latentdiff_spectrum\103\img000064.jpg
dataset\coco\coco\coco2017\train_spectrum\img069056.jpg,dataset\coco\coco\coco2017\train_spectrum\img051202.jpg,dataset\latent_diffusion\latentdiff_spectrum\347\img002762.jpg
dataset\coco\coco\coco2017\train_spectrum\img053417.jpg,dataset\coco\coco\coco2017\train_spectrum\img146876.jpg,dataset\latent_diffusion\latentdiff_spectrum\809\img007890.jpg
dataset\coco\coco\coco2017\train_spectrum\img098134.jpg,dataset\coco\coco\coco2017\train_spectrum\img115760.jpg,dataset\taming_transformer\tt-cc_spectrum\99\img049468.jpg
dataset\coco\coco\coco2017\train_spectrum\img134028.jpg,dataset\coco\coco\coco2017\train_spectrum\img094525.jpg,dataset\latent_diffusion\latentdiff_spectrum\222\img001389.jpg
dataset\coco\coco\coco2017\train_spectrum\img115787.jpg,dataset\coco\coco\coco2017\train_spectrum\img068039.jpg,dataset\big_gan\big\biggan-spectrum\148\img000553.jpg
dataset\coco\coco\coco2017\train_spectrum\img096583.jpg,dataset\coco\coco\coco2017\train_spectrum\img096254.jpg,dataset\big_gan\big\biggan-spectrum\360\img002916.jpg
dataset\coco\coco\coco2017\train_spectrum\img108788.jpg,dataset\coco\coco\coco2017\train_spectrum\img089565.jpg,dataset\taming_transformer\tt-cc_spectrum\180\img004596.jpg
dataset\coco\coco\coco2017\train_spectrum\img062737.jpg,dataset\coco\coco\coco2017\train_spectrum\img144989.jpg,dataset\big_gan\big\biggan-spectrum\972\img009700.jpg
dataset\coco\coco\coco2017\train_spectrum\img123637.jpg,dataset\coco\coco\coco2017\train_spectrum\img043030.jpg,dataset\taming_transformer\tt-cc_spectrum\615\img028733.jpg
dataset\coco\coco\coco2017\train_spectrum\img130125.jpg,dataset\coco\coco\coco2017\train_spectrum\img061646.jpg,dataset\taming_transformer\tt-cc_spectrum\595\img027586.jpg
dataset\coco\coco\coco2017\train_spectrum\img127313.jpg,dataset\coco\coco\coco2017\train_spectrum\img124967.jpg,dataset\big_gan\big\biggan-spectrum\880\img008686.jpg
dataset\coco\coco\coco2017\train_spectrum\img107709.jpg,dataset\coco\coco\coco2017\train_spectrum\img072632.jpg,dataset\big_gan\big\biggan-spectrum\673\img006388.jpg
dataset\coco\coco\coco2017\train_spectrum\img052988.jpg,dataset\coco\coco\coco2017\train_spectrum\img099853.jpg,dataset\latent_diffusion\latentdiff_spectrum\364\img002953.jpg
dataset\coco\coco\coco2017\train_spectrum\img136997.jpg,dataset\coco\coco\coco2017\train_spectrum\img062002.jpg,dataset\latent_diffusion\latentdiff_spectrum\546\img004979.jpg
dataset\coco\coco\coco2017\train_spectrum\img068715.jpg,dataset\coco\coco\coco2017\train_spectrum\img088076.jpg,dataset\big_gan\big\biggan-spectrum\277\img001984.jpg
dataset\coco\coco\coco2017\train_spectrum\img142144.jpg,dataset\coco\coco\coco2017\train_spectrum\img118103.jpg,dataset\big_gan\big\biggan-spectrum\604\img005623.jpg
dataset\coco\coco\coco2017\train_spectrum\img150372.jpg,dataset\coco\coco\coco2017\train_spectrum\img100957.jpg,dataset\big_gan\big\biggan-spectrum\293\img002165.jpg
dataset\coco\coco\coco2017\train_spectrum\img080248.jpg,dataset\coco\coco\coco2017\train_spectrum\img123830.jpg,dataset\taming_transformer\tt-cc_spectrum\553\img025256.jpg
dataset\coco\coco\coco2017\train_spectrum\img097870.jpg,dataset\coco\coco\coco2017\train_spectrum\img079486.jpg,dataset\latent_diffusion\latentdiff_spectrum\451\img003921.jpg
dataset\coco\coco\coco2017\train_spectrum\img123830.jpg,dataset\coco\coco\coco2017\train_spectrum\img087564.jpg,dataset\taming_transformer\tt-cc_spectrum\454\img019769.jpg
dataset\coco\coco\coco2017\train_spectrum\img131080.jpg,dataset\coco\coco\coco2017\train_spectrum\img072434.jpg,dataset\latent_diffusion\latentdiff_spectrum\482\img004263.jpg
dataset\coco\coco\coco2017\train_spectrum\img103466.jpg,dataset\coco\coco\coco2017\train_spectrum\img110977.jpg,dataset\taming_transformer\tt-cc_spectrum\387\img016046.jpg
dataset\coco\coco\coco2017\train_spectrum\img110097.jpg,dataset\coco\coco\coco2017\train_spectrum\img142318.jpg,dataset\big_gan\big\biggan-spectrum\921\img009145.jpg
